iter	MultiClass	Accuracy
68	0.6251799099	0.9571428571
69	0.6202414063	0.9571428571
70	0.6141328877	0.9571428571
71	0.6106357973	0.9571428571
72	0.605348424	0.9571428571
73	0.6006607742	0.9571428571
74	0.5948034664	0.9571428571
75	0.5914368412	0.9571428571
76	0.5880020441	0.9571428571
77	0.5829525077	0.9571428571
78	0.5784341617	0.9571428571
79	0.5755030882	0.9571428571
80	0.571580546	0.9571428571
81	0.5679178819	0.9571428571
82	0.5653732228	0.9571428571
83	0.5604738718	0.9571428571
84	0.5569422953	0.9571428571
85	0.5532543846	0.9714285714
86	0.5508857504	0.9714285714
87	0.5470096358	0.9714285714
88	0.5445260009	0.9714285714
89	0.5410915317	0.9714285714
90	0.5371282361	0.9714285714
91	0.5342017789	0.9714285714
92	0.5308539646	0.9714285714
93	0.5270073618	0.9714285714
94	0.5247455724	0.9714285714
95	0.5213226477	0.9714285714
96	0.5188798383	0.9714285714
97	0.5159394921	0.9714285714
98	0.5128508251	0.9714285714
99	0.5085478003	0.9714285714
100	0.5056150783	0.9714285714
101	0.502244332	0.9714285714
102	0.4999461366	0.9714285714
103	0.4969169813	0.9714285714
104	0.4937971769	0.9714285714
105	0.4916546899	0.9714285714
106	0.4891932394	0.9714285714
107	0.4843474466	0.9714285714
108	0.4814476008	0.9714285714
109	0.4783538903	0.9714285714
110	0.4756225729	0.9714285714
111	0.4741970801	0.9714285714
112	0.4711298611	0.9714285714
113	0.4691903274	0.9714285714
114	0.4668010723	0.9714285714
115	0.4628679474	0.9714285714
116	0.4599929569	0.9714285714
117	0.4571444487	0.9714285714
118	0.4542870678	0.9714285714
119	0.4512193115	0.9714285714
120	0.4477651097	0.9714285714
121	0.4459132179	0.9714285714
122	0.4433485243	0.9714285714
123	0.4402960587	0.9714285714
124	0.4366363854	0.9714285714
125	0.4339467844	0.9714285714
126	0.430846491	0.9714285714
127	0.4273505044	0.9714285714
128	0.4240995551	0.9714285714
129	0.4207944659	0.9714285714
130	0.4179454225	0.9714285714
131	0.4151462088	0.9714285714
132	0.4130393679	0.9714285714
133	0.4108612407	0.9714285714
134	0.408761193	0.9714285714
135	0.4067713105	0.9714285714
136	0.4048773628	0.9714285714
137	0.4021105341	0.9714285714
138	0.3989451297	0.9714285714
139	0.3971342204	0.9714285714
140	0.3948737465	0.9714285714
141	0.3931729284	0.9714285714
142	0.3909783835	0.9714285714
143	0.389072997	0.9714285714
144	0.3870887412	0.9714285714
145	0.3851634226	0.9714285714
146	0.3834364993	0.9714285714
147	0.3811012719	0.9857142857
148	0.3786367418	1
149	0.3768127582	1
150	0.3751371707	0.9857142857
151	0.3731865989	1
152	0.3707190054	1
153	0.3687926236	1
154	0.3661998273	1
155	0.3641668259	1
156	0.3613608718	1
157	0.3586747662	1
158	0.3565712914	1
159	0.354806929	1
160	0.352593269	1
161	0.3496486821	1
162	0.347716031	1
163	0.3453437724	1
164	0.3429470034	1
165	0.3403725794	1
166	0.3374789634	1
167	0.3350391019	1
168	0.3332884312	1
169	0.3317134503	1
170	0.3298486288	1
171	0.3279236887	1
172	0.3264785734	1
173	0.3244887535	1
174	0.3229219685	1
175	0.3211930907	1
176	0.3195289875	1
177	0.3175810161	1
178	0.3154385359	1
179	0.3140784061	1
180	0.3115557019	1
181	0.3093377073	1
182	0.3067414156	1
183	0.3050764563	1
184	0.3032417396	1
185	0.3007949476	1
186	0.2983866802	1
187	0.2963094444	1
188	0.2941461676	1
189	0.2927925419	1
190	0.2908127932	1
191	0.2891341591	1
192	0.2872812199	1
193	0.284979256	1
194	0.2824969731	1
195	0.2814159157	1
196	0.2794763954	1
197	0.2771455775	1
198	0.2758525205	1
199	0.2732893935	1
200	0.2719927519	1
201	0.2700004674	1
202	0.2686806808	1
203	0.2673055867	1
204	0.2655210159	1
205	0.2641204381	1
206	0.2624593581	1
207	0.2612393492	1
208	0.2596017996	1
209	0.2579709189	1
210	0.2561630287	1
211	0.2543694034	1
212	0.2531695165	1
213	0.2515467362	1
214	0.25024733	1
215	0.2482275014	1
216	0.2467668225	1
217	0.2456691279	1
218	0.2439377139	1
219	0.2420966732	1
220	0.2406715897	1
221	0.2389280745	1
222	0.2377588236	1
223	0.2366287756	1
224	0.2348765041	1
225	0.2337216688	1
226	0.2318215095	1
227	0.2300346014	1
228	0.2291185653	1
229	0.2276828512	1
230	0.2264209355	1
231	0.2247599354	1
232	0.2229890307	1
233	0.2218642562	1
234	0.2203943111	1
235	0.2194671298	1
236	0.2176831314	1
237	0.2162308782	1
238	0.2153684612	1
239	0.2138771151	1
240	0.2124679319	1
241	0.211147025	1
242	0.2099056244	1
243	0.2086790304	1
244	0.2073105194	1
245	0.20590868	1
246	0.2045493525	1
247	0.2028896282	1
248	0.201898382	1
249	0.2008298791	1
250	0.1997832407	1
251	0.198755674	1
252	0.1979753197	1
253	0.1969945609	1
254	0.1956750592	1
255	0.1942998335	1
256	0.193492877	1
257	0.1927378396	1
258	0.1917606483	1
259	0.1909231215	1
260	0.190102363	1
261	0.1890626754	1
262	0.187862028	1
263	0.1871111669	1
264	0.1858171813	1
265	0.1848695117	1
266	0.1836401998	1
267	0.1823509395	1
268	0.1815300443	1
269	0.1805583779	1
270	0.1794652023	1
271	0.178779339	1
272	0.1778943075	1
273	0.1772227082	1
274	0.1764757183	1
275	0.1756351211	1
276	0.1747726563	1
277	0.1740873921	1
278	0.1733392776	1
279	0.1725632355	1
280	0.1714839207	1
281	0.1707109948	1
282	0.1700219012	1
283	0.1693609549	1
284	0.1686815188	1
285	0.1677678923	1
286	0.167060983	1
287	0.1661799628	1
288	0.1654580022	1
289	0.1647233076	1
290	0.1640326748	1
291	0.1632981178	1
292	0.16261759	1
293	0.1618153646	1
294	0.1610173582	1
295	0.1601432689	1
296	0.1594645852	1
297	0.1588107987	1
298	0.1579386499	1
299	0.1567383552	1
300	0.1562373866	1
301	0.1556664366	1
302	0.1551457749	1
303	0.1545474112	1
304	0.1541220012	1
305	0.1535159937	1
306	0.1527352553	1
307	0.1519185401	1
308	0.1512725258	1
309	0.1506674057	1
310	0.1499940642	1
311	0.1494145817	1
312	0.1489926123	1
313	0.1483755017	1
314	0.1477453821	1
315	0.1469767642	1
316	0.1461566695	1
317	0.1455289703	1
318	0.1447681026	1
319	0.1441326856	1
320	0.1432863583	1
321	0.142735438	1
322	0.1421783085	1
323	0.1413951895	1
324	0.1407437581	1
325	0.1399510071	1
326	0.1392602128	1
327	0.1385604402	1
328	0.1379737388	1
329	0.1374782876	1
330	0.1368904803	1
331	0.1362497571	1
332	0.135640317	1
333	0.1350435687	1
334	0.1344322153	1
335	0.1339648057	1
336	0.1335632839	1
337	0.1330713844	1
338	0.1325654609	1
339	0.1318894162	1
340	0.1314573333	1
341	0.1308491717	1
342	0.1303123239	1
343	0.1298589585	1
344	0.1291866416	1
345	0.1286801087	1
346	0.1281741989	1
347	0.1275863462	1
348	0.1270814762	1
349	0.1265907926	1
350	0.1262156258	1
351	0.1256063316	1
352	0.1251516113	1
353	0.124685696	1
354	0.1241778716	1
355	0.1237321767	1
356	0.1232123343	1
357	0.1227629179	1
358	0.1223313015	1
359	0.121908922	1
360	0.121495995	1
361	0.1209950699	1
362	0.1203771865	1
363	0.1198859839	1
364	0.1192733148	1
365	0.1187508639	1
366	0.1184276964	1
367	0.1177975876	1
368	0.1172384528	1
369	0.1167890151	1
370	0.1163122321	1
371	0.1159040462	1
372	0.1156069329	1
373	0.1151790623	1
374	0.114651821	1
375	0.1143211997	1
376	0.1138761316	1
377	0.1133789649	1
378	0.1128949036	1
379	0.112538727	1
380	0.1121803672	1
381	0.1118116643	1
382	0.1112577384	1
383	0.1109407929	1
384	0.1104705208	1
385	0.1100294015	1
386	0.1095572907	1
387	0.1090834927	1
388	0.1086320045	1
389	0.1082677939	1
390	0.1078479666	1
391	0.107392831	1
392	0.1069809134	1
393	0.1066861012	1
394	0.106266805	1
395	0.1058086867	1
396	0.1055062429	1
397	0.1051081378	1
398	0.104831426	1
399	0.104536945	1
400	0.1041394431	1
401	0.1037745943	1
402	0.10341657	1
403	0.1031154447	1
404	0.1028486044	1
405	0.102557529	1
406	0.1021214396	1
407	0.1015846117	1
408	0.1011966209	1
409	0.1009339136	1
410	0.1006069205	1
411	0.1000825033	1
412	0.09981575046	1
413	0.09941766807	1
414	0.09905439267	1
415	0.09860751746	1
416	0.09828571032	1
417	0.09806598532	1
418	0.09777952423	1
419	0.09737407188	1
420	0.09711021911	1
421	0.09677029581	1
422	0.09649950748	1
423	0.09607752813	1
424	0.09576081614	1
425	0.09537004614	1
426	0.09504152367	1
427	0.09470816923	1
428	0.09440973462	1
429	0.09405328231	1
430	0.09373008796	1
431	0.09351593507	1
432	0.09317437204	1
433	0.09284387436	1
434	0.09256710122	1
435	0.09218456733	1
436	0.09187681523	1
437	0.09153304256	1
438	0.09116293034	1
439	0.09074553432	1
440	0.09041753611	1
441	0.09013514767	1
442	0.08986138379	1
443	0.08962843454	1
444	0.08942304121	1
445	0.08919939742	1
446	0.08896613742	1
447	0.08874719824	1
448	0.0884769443	1
449	0.0881907871	1
450	0.08797389832	1
451	0.08772457673	1
452	0.08750402079	1
453	0.08729389599	1
454	0.08699619468	1
455	0.08670797231	1
456	0.08637925074	1
457	0.08607968628	1
458	0.08583701577	1
459	0.085558552	1
460	0.08522164034	1
461	0.08496630129	1
462	0.08474394548	1
463	0.0844765035	1
464	0.08410860992	1
465	0.08384486191	1
466	0.08364741047	1
467	0.08342733928	1
468	0.08317524129	1
469	0.08296906546	1
470	0.08276707042	1
471	0.08255165381	1
472	0.08220037994	1
473	0.08201493222	1
474	0.08176104973	1
475	0.08151676717	1
476	0.08132044332	1
477	0.08106414948	1
478	0.08088088118	1
479	0.08067674501	1
480	0.0804987855	1
481	0.08023570557	1
482	0.08000265311	1
483	0.07979373787	1
484	0.07959582316	1
485	0.07930195508	1
486	0.07909977169	1
487	0.07889000004	1
488	0.07867112801	1
489	0.07840845236	1
490	0.07805929077	1
491	0.07788810064	1
492	0.07766723787	1
493	0.07741493847	1
494	0.0771652918	1
495	0.0769472897	1
496	0.07676575195	1
497	0.07651893178	1
498	0.07628755688	1
499	0.07615775383	1
500	0.07596208148	1
501	0.07577387076	1
502	0.0756124452	1
503	0.07540020498	1
504	0.07521140453	1
505	0.07499060858	1
506	0.07478806351	1
507	0.07454230367	1
508	0.0743062737	1
509	0.0741217832	1
510	0.07398006742	1
511	0.07380589925	1
512	0.07361531302	1
513	0.07338670662	1
514	0.07316932547	1
515	0.07296283287	1
516	0.07281897348	1
517	0.07266594519	1
518	0.07241973629	1
519	0.07220102806	1
520	0.07200183521	1
521	0.07185999545	1
522	0.07168066361	1
523	0.0714947281	1
524	0.07134417694	1
525	0.07119684368	1
526	0.07104100824	1
527	0.07088375751	1
528	0.07069882933	1
529	0.07051175603	1
530	0.07033517801	1
531	0.07020500956	1
532	0.07007019693	1
533	0.06989761341	1
534	0.06967031187	1
535	0.06947191227	1
536	0.06934767229	1
537	0.06918751041	1
538	0.06898485839	1
539	0.06880349956	1
540	0.06855722384	1
541	0.06835399504	1
542	0.06815827992	1
543	0.0680699755	1
544	0.06783659377	1
545	0.06766574165	1
546	0.06753917182	1
547	0.06738674648	1
548	0.06718969276	1
549	0.06700302201	1
550	0.06683850071	1
551	0.06665994157	1
552	0.06643940372	1
553	0.06628320392	1
554	0.06615256124	1
555	0.06597564066	1
556	0.06580597528	1
557	0.06568729226	1
558	0.0654952842	1
559	0.06537460078	1
560	0.06517877933	1
561	0.06506606496	1
562	0.06490815393	1
563	0.06476217758	1
564	0.06463425103	1
565	0.06446695501	1
566	0.06430484481	1
567	0.06422245016	1
568	0.06406761064	1
569	0.06395701903	1
570	0.06380901382	1
571	0.063611547	1
572	0.06347228083	1
573	0.0633214642	1
574	0.06319630562	1
575	0.06309226607	1
576	0.06296509997	1
577	0.06279928428	1
578	0.06268084262	1
579	0.06256736557	1
580	0.06233673574	1
581	0.062194198	1
582	0.06203188203	1
583	0.06182941444	1
584	0.06167957259	1
585	0.06152938327	1
586	0.06139330622	1
587	0.06128900533	1
588	0.06116533553	1
589	0.06103395084	1
590	0.06091008328	1
591	0.06078292717	1
592	0.06066985168	1
593	0.06051059659	1
594	0.06039770206	1
595	0.06027545854	1
596	0.06015278661	1
597	0.05992960265	1
598	0.05980318386	1
599	0.05966888691	1
600	0.0595126801	1
601	0.05936783884	1
602	0.05925032219	1
603	0.05910050181	1
604	0.05898677443	1
605	0.05887251269	1
606	0.05874051331	1
607	0.05858829	1
608	0.05844759941	1
609	0.0583168479	1
610	0.05817886344	1
611	0.05806448727	1
612	0.05795332734	1
613	0.05783521601	1
614	0.0576919189	1
615	0.05757408566	1
616	0.05746339896	1
617	0.05736788269	1
618	0.05725230686	1
619	0.0571231425	1
620	0.0569591717	1
621	0.05682154208	1
622	0.05671893328	1
623	0.05660463345	1
624	0.05647455945	1
625	0.05636913036	1
626	0.05627178148	1
627	0.05614689861	1
628	0.0560396834	1
629	0.05593244049	1
630	0.05583598508	1
631	0.05568309849	1
632	0.0555946357	1
633	0.05547396397	1
634	0.05536030793	1
635	0.05524949649	1
636	0.05514784384	1
637	0.05502522698	1
638	0.05487764569	1
639	0.05473473525	1
640	0.05460774071	1
641	0.05452302731	1
642	0.05444060297	1
643	0.05431364749	1
644	0.05420867467	1
645	0.05409182196	1
646	0.05393825833	1
647	0.05382093764	1
648	0.05373123131	1
649	0.05364041362	1
650	0.05355838314	1
651	0.0534465813	1
652	0.05334607646	1
653	0.05326039856	1
654	0.05317720645	1
655	0.05309034662	1
656	0.0529269612	1
657	0.05280025612	1
658	0.05269085409	1
659	0.05258354463	1
660	0.05248353747	1
661	0.05233918672	1
662	0.05223107305	1
663	0.05212738932	1
664	0.05201571899	1
665	0.05190628255	1
666	0.05179810046	1
667	0.05171646484	1
668	0.05160036835	1
669	0.0514749297	1
670	0.05138971493	1
671	0.05131729813	1
672	0.05120464458	1
673	0.05109988775	1
674	0.05100593693	1
675	0.05093416776	1
676	0.05081026328	1
677	0.05071979974	1
678	0.05062505459	1
679	0.05051921589	1
680	0.05040813106	1
681	0.05029882542	1
682	0.05021441878	1
683	0.0501184892	1
684	0.05004011936	1
685	0.04996160678	1
686	0.04989231963	1
687	0.04977563029	1
688	0.04965991373	1
689	0.04955613652	1
690	0.04946871702	1
691	0.0493628169	1
692	0.04925319148	1
693	0.04912735124	1
694	0.04903428083	1
695	0.04893814325	1
696	0.04885861461	1
697	0.04876857535	1
698	0.04865602102	1
699	0.04854039994	1
700	0.04844400098	1
701	0.04831096866	1
702	0.04824499155	1
703	0.04817728744	1
704	0.04810184369	1
705	0.04803005903	1
706	0.04793934805	1
707	0.04787155063	1
708	0.04776250717	1
709	0.04769270203	1
710	0.04761795973	1
711	0.04751750737	1
712	0.04742111809	1
713	0.04734226237	1
714	0.0472552276	1
715	0.04716930158	1
716	0.04710532952	1
717	0.04700582858	1
718	0.04693650176	1
719	0.04684050046	1
720	0.04676058746	1
721	0.04669061495	1
722	0.04659981896	1
723	0.04649071856	1
724	0.04640032926	1
725	0.04631493259	1
726	0.04624416092	1
727	0.04617064277	1
728	0.04607443235	1
729	0.0459859741	1
730	0.04589030935	1
731	0.04581799127	1
732	0.04572970563	1
733	0.0456507871	1
734	0.04556374076	1
735	0.0454782738	1
736	0.04539355578	1
737	0.04531283615	1
738	0.04524666638	1
739	0.04518206683	1
740	0.04505117528	1
741	0.04496271667	1
742	0.04489852864	1
743	0.04476389023	1
744	0.04468106885	1
745	0.04461460123	1
746	0.04450528092	1
747	0.04443797868	1
748	0.04433110276	1
749	0.04427015047	1
750	0.04418031528	1
751	0.04408927606	1
752	0.0440103794	1
753	0.04392685783	1
754	0.04384625611	1
755	0.04378587841	1
756	0.04372630229	1
757	0.04359959196	1
758	0.0435184266	1
759	0.04344480052	1
760	0.04337437748	1
761	0.0432865236	1
762	0.04321341724	1
763	0.04314807071	1
764	0.0430632609	1
765	0.04298307334	1
766	0.04290298382	1
767	0.04283668374	1
768	0.04277497815	1
769	0.04271493785	1
770	0.04264362753	1
771	0.04256872286	1
772	0.04249246297	1
773	0.0424059184	1
774	0.04233947283	1
775	0.04226664558	1
776	0.04219315842	1
777	0.04212982845	1
778	0.04206818417	1
779	0.04200246793	1
780	0.04194089162	1
781	0.04187889868	1
782	0.0418080148	1
783	0.04175369732	1
784	0.04168807199	1
785	0.04160893	1
786	0.04154415178	1
787	0.04148225409	1
788	0.04142200294	1
789	0.04137408983	1
790	0.04130299849	1
791	0.04122545315	1
792	0.04114206551	1
793	0.04106488166	1
794	0.04097871303	1
795	0.04092920139	1
796	0.04085173912	1
797	0.04079142486	1
798	0.04073407002	1
799	0.0406796417	1
800	0.04058600725	1
801	0.04050979876	1
802	0.04043231572	1
803	0.04039086755	1
804	0.04033856989	1
805	0.04027644889	1
806	0.04022701194	1
807	0.04018773814	1
808	0.04012241449	1
809	0.04005915123	1
810	0.04001181431	1
811	0.03997058789	1
812	0.03991711218	1
813	0.0398584827	1
814	0.03978474811	1
815	0.03973286102	1
816	0.03965427949	1
817	0.03959555035	1
818	0.03954436639	1
819	0.03948457539	1
820	0.03941218457	1
821	0.03936915831	1
822	0.03931359652	1
823	0.03926882166	1
824	0.0392260598	1
825	0.03917245628	1
826	0.03912150026	1
827	0.0390750059	1
828	0.03902020126	1
829	0.03896789842	1
830	0.03890029414	1
831	0.03883955381	1
832	0.03879377199	1
833	0.03874656867	1
834	0.03868904217	1
835	0.0386107106	1
836	0.03856384204	1
837	0.03852408771	1
838	0.03846345659	1
839	0.03841733724	1
840	0.03836427288	1
841	0.03830518096	1
842	0.03824655171	1
843	0.0381841669	1
844	0.03813580523	1
845	0.03809785606	1
846	0.03805638418	1
847	0.03797765182	1
848	0.03792975304	1
849	0.0378591149	1
850	0.03781131591	1
851	0.03776419789	1
852	0.03772042049	1
853	0.03767167079	1
854	0.0376174084	1
855	0.0375592644	1
856	0.03748346807	1
857	0.03743066489	1
858	0.03737094147	1
859	0.03731822695	1
860	0.03727668413	1
861	0.03723210437	1
862	0.03719054598	1
863	0.03713414931	1
864	0.03708190431	1
865	0.03700860064	1
866	0.0369701925	1
867	0.03691192154	1
868	0.03685189158	1
869	0.03681345138	1
870	0.03676011055	1
871	0.0366875007	1
872	0.03658294955	1
873	0.03651784813	1
874	0.03646529182	1
875	0.03642648021	1
876	0.03636704378	1
877	0.03631639099	1
878	0.03626022692	1
879	0.03620984555	1
880	0.03616850739	1
881	0.03612015322	1
882	0.03605912852	1
883	0.03600477166	1
884	0.03594140794	1
885	0.03589536555	1
886	0.03585295826	1
887	0.03580418647	1
888	0.03574624117	1
889	0.03569417621	1
890	0.03565545975	1
891	0.035608481	1
892	0.03553696488	1
893	0.03548105795	1
894	0.03542264982	1
895	0.03538145713	1
896	0.03531929343	1
897	0.03526408006	1
898	0.03520068895	1
899	0.0351253769	1
900	0.03506580622	1
901	0.035025083	1
902	0.03498402255	1
903	0.03492783516	1
904	0.03485884574	1
905	0.03482289064	1
906	0.03478944232	1
907	0.034741082	1
908	0.03470636023	1
909	0.03464431318	1
910	0.03459399183	1
911	0.03453949535	1
912	0.03449193233	1
913	0.03442886697	1
914	0.03439947185	1
915	0.03435796055	1
916	0.0343161289	1
917	0.03424487822	1
918	0.03420172346	1
919	0.03416162377	1
920	0.03412651279	1
921	0.03408812949	1
922	0.03402238832	1
923	0.03397701561	1
924	0.03394204113	1
925	0.03391367068	1
926	0.033871823	1
927	0.03383766395	1
928	0.03379817982	1
929	0.03375088781	1
930	0.03371303561	1
931	0.0336722891	1
932	0.03360831651	1
933	0.0335591712	1
934	0.03351806178	1
935	0.03346112672	1
936	0.03341615066	1
937	0.03335683519	1
938	0.0333221029	1
939	0.03327923558	1
940	0.03323940669	1
941	0.03320096961	1
942	0.03316163606	1
943	0.03312452959	1
944	0.03309841574	1
945	0.03305104621	1
946	0.03299630879	1
947	0.03294741092	1
948	0.03289743603	1
949	0.03286345691	1
950	0.03282089694	1
951	0.0327787201	1
952	0.03271510238	1
953	0.03267500139	1
954	0.03264881036	1
955	0.03260691538	1
956	0.03257421027	1
957	0.0325340834	1
958	0.0324765328	1
959	0.03242372389	1
960	0.03237878581	1
961	0.03232700855	1
962	0.0322889275	1
963	0.03225703494	1
964	0.03221150615	1
965	0.03215266604	1
966	0.03211595184	1
967	0.03207743633	1
968	0.03204301717	1
969	0.03200391672	1
970	0.03195957935	1
971	0.03192634347	1
972	0.03188495624	1
973	0.03183313298	1
974	0.03180807761	1
975	0.03176483632	1
976	0.03169777718	1
977	0.03166698646	1
978	0.03162065827	1
979	0.03158366902	1
980	0.03154633322	1
981	0.03150675151	1
982	0.03147066969	1
983	0.03142700299	1
984	0.03138702556	1
985	0.03134938984	1
986	0.03131475439	1
987	0.03128035118	1
988	0.0312488869	1
989	0.03120909169	1
990	0.03117745776	1
991	0.0311089259	1
992	0.03107646922	1
993	0.03103446478	1
994	0.03098956616	1
995	0.03095384213	1
996	0.03091418001	1
997	0.03087441452	1
998	0.03084098869	1
999	0.03080686651	1
1000	0.03077487776	1
1001	0.03073335852	1
1002	0.03070107797	1
1003	0.03066423163	1
1004	0.03063610747	1
1005	0.03060522902	1
1006	0.03054767158	1
1007	0.03051083416	1
1008	0.03047215323	1
1009	0.03044669523	1
1010	0.03040515803	1
1011	0.03036781313	1
1012	0.03032774845	1
1013	0.03030281597	1
1014	0.03027421366	1
1015	0.03021992291	1
1016	0.03018352539	1
1017	0.03013994841	1
1018	0.03010594402	1
1019	0.03006754222	1
1020	0.03002938389	1
1021	0.02997049612	1
1022	0.02993517619	1
1023	0.02990030902	1
1024	0.02985373516	1
1025	0.02982147697	1
1026	0.02978790179	1
1027	0.02976821005	1
1028	0.029743766	1
1029	0.02970374642	1
1030	0.02966339302	1
1031	0.02963404604	1
1032	0.02960241763	1
1033	0.02957372383	1
1034	0.02953846258	1
1035	0.0294985351	1
1036	0.02946603438	1
1037	0.02944149296	1
1038	0.02940054325	1
1039	0.02936632074	1
1040	0.02933506529	1
1041	0.02930056668	1
1042	0.02927614363	1
1043	0.02924462919	1
1044	0.02920817398	1
1045	0.02917865998	1
1046	0.02914690478	1
1047	0.02911809947	1
1048	0.02908837499	1
1049	0.02905222752	1
1050	0.02902341003	1
1051	0.0289958025	1
1052	0.02896480717	1
1053	0.02893428001	1
1054	0.02889934096	1
1055	0.02884395629	1
1056	0.02881475957	1
1057	0.02877653162	1
1058	0.02873041748	1
1059	0.02868294274	1
1060	0.02863433436	1
1061	0.02861143928	1
1062	0.02858463916	1
1063	0.02855285204	1
1064	0.02852252371	1
1065	0.02848012213	1
1066	0.02844056117	1
1067	0.02841320431	1
1068	0.02837957119	1
1069	0.0283406892	1
1070	0.02830917118	1
1071	0.02828201379	1
1072	0.02826099241	1
1073	0.02821815831	1
1074	0.02817673243	1
1075	0.02814820351	1
1076	0.0281225596	1
1077	0.02808847955	1
1078	0.02806334517	1
1079	0.02802780509	1
1080	0.02799549642	1
1081	0.02796661322	1
1082	0.02794063487	1
1083	0.02791171422	1
1084	0.02788523708	1
1085	0.02784571145	1
1086	0.02781522748	1
1087	0.02779071969	1
1088	0.02777068235	1
1089	0.02774482233	1
1090	0.02770912643	1
1091	0.02767010222	1
1092	0.02762508734	1
1093	0.02758804662	1
1094	0.02754589021	1
1095	0.02751202278	1
1096	0.0274868636	1
1097	0.02746472757	1
1098	0.02743688959	1
1099	0.02740448928	1
1100	0.02736847173	1
1101	0.02734028028	1
1102	0.02731803695	1
1103	0.02728698282	1
1104	0.02725935894	1
1105	0.02722639243	1
1106	0.02718773942	1
1107	0.02715910242	1
1108	0.02712403072	1
1109	0.02709828027	1
1110	0.02707097255	1
1111	0.02704890847	1
1112	0.02701397303	1
1113	0.02699155502	1
1114	0.02696609676	1
1115	0.02694174782	1
1116	0.02692525681	1
1117	0.02689564647	1
1118	0.02686442936	1
1119	0.02683720817	1
1120	0.02680606765	1
1121	0.02678179728	1
1122	0.02673503559	1
1123	0.02670308035	1
1124	0.02667727109	1
1125	0.026644199	1
1126	0.02661496624	1
1127	0.02658750385	1
1128	0.02655347364	1
1129	0.02652504104	1
1130	0.02649417649	1
1131	0.02646662091	1
1132	0.02644576855	1
1133	0.02640277483	1
1134	0.02637677974	1
1135	0.02635384322	1
1136	0.02631884468	1
1137	0.02629771391	1
1138	0.02627466456	1
1139	0.0262328935	1
1140	0.02620730683	1
1141	0.02618619026	1
1142	0.02615908856	1
1143	0.02613297837	1
1144	0.02610296109	1
1145	0.02607035107	1
1146	0.02603798527	1
1147	0.02601183792	1
1148	0.02597762443	1
1149	0.02595765271	1
1150	0.02593938228	1
1151	0.02590287205	1
1152	0.02588403189	1
1153	0.02585480765	1
1154	0.02583408752	1
1155	0.02580873139	1
1156	0.02577666731	1
1157	0.02575517577	1
1158	0.02573074575	1
1159	0.02569310649	1
1160	0.02567280427	1
1161	0.02564719576	1
1162	0.02562528977	1
1163	0.02559798199	1
1164	0.02557488047	1
1165	0.02554396658	1
1166	0.0255265591	1
1167	0.02549847021	1
1168	0.02547213299	1
1169	0.02544930744	1
1170	0.02543829678	1
1171	0.02541465396	1
1172	0.0253929697	1
1173	0.02536490931	1
1174	0.02532690064	1
1175	0.02529464045	1
1176	0.02526039609	1
1177	0.02524110705	1
1178	0.02521434174	1
1179	0.02518983936	1
1180	0.02516435512	1
1181	0.02513869713	1
1182	0.02510225508	1
1183	0.025072357	1
1184	0.02504655924	1
1185	0.02502746217	1
1186	0.02500160719	1
1187	0.02497994581	1
1188	0.02495469155	1
1189	0.02492337238	1
