iter	MultiClass	Accuracy
129	0.3489584896	0.9428571429
130	0.3468602179	0.9428571429
131	0.34535323	0.9428571429
132	0.3431315015	0.9428571429
133	0.3410329132	0.9428571429
134	0.339385508	0.9428571429
135	0.3377997363	0.9428571429
136	0.3362148293	0.9428571429
137	0.3342880687	0.9428571429
138	0.3325584964	0.9485714286
139	0.3314282554	0.9485714286
140	0.3295723653	0.9485714286
141	0.3275419496	0.9485714286
142	0.3257131931	0.9485714286
143	0.3240177697	0.9485714286
144	0.3220861486	0.9542857143
145	0.3208183528	0.9542857143
146	0.3187652505	0.9542857143
147	0.3173731488	0.9542857143
148	0.3155420154	0.9542857143
149	0.3140529887	0.9542857143
150	0.3131521946	0.9542857143
151	0.3111673208	0.9542857143
152	0.3092261357	0.9542857143
153	0.3074430967	0.9542857143
154	0.3060269464	0.9542857143
155	0.3044028159	0.9542857143
156	0.3028689368	0.9542857143
157	0.3017783926	0.9542857143
158	0.3003278692	0.9542857143
159	0.2988081006	0.9542857143
160	0.2969826347	0.9542857143
161	0.2951688797	0.9542857143
162	0.2942293088	0.9542857143
163	0.2921415061	0.9542857143
164	0.290607197	0.9542857143
165	0.288998841	0.9542857143
166	0.2876751568	0.9542857143
167	0.2862062239	0.96
168	0.2846361221	0.96
169	0.2830372159	0.96
170	0.2813841702	0.96
171	0.2804582442	0.96
172	0.2793470665	0.96
173	0.2780727364	0.96
174	0.2763435276	0.96
175	0.2745492794	0.96
176	0.2733256117	0.96
177	0.2722592621	0.96
178	0.2711685053	0.96
179	0.270225633	0.96
180	0.2699535609	0.96
181	0.2682868827	0.96
182	0.2669822508	0.96
183	0.2656437026	0.96
184	0.2645504618	0.96
185	0.263026851	0.96
186	0.2616625866	0.9657142857
187	0.2605301934	0.9657142857
188	0.2590858401	0.9657142857
189	0.2582060451	0.9657142857
190	0.2568197676	0.9657142857
191	0.2557863661	0.9657142857
192	0.2547761356	0.9657142857
193	0.2535243561	0.9657142857
194	0.2526600754	0.9657142857
195	0.2514177931	0.9657142857
196	0.2506253386	0.9657142857
197	0.2494268043	0.9714285714
198	0.2483538057	0.9657142857
199	0.2470768175	0.9714285714
200	0.2455721285	0.9714285714
201	0.2445706468	0.9714285714
202	0.2432999455	0.9714285714
203	0.2425407813	0.9714285714
204	0.2416038136	0.9714285714
205	0.2402053803	0.9714285714
206	0.2392472258	0.9714285714
207	0.2380922211	0.9714285714
208	0.2372775745	0.9714285714
209	0.2362737742	0.9714285714
210	0.2355209335	0.9714285714
211	0.23431168	0.9714285714
212	0.2329109775	0.9714285714
213	0.2316296048	0.9714285714
214	0.2307352758	0.9714285714
215	0.2296045679	0.9714285714
216	0.2284922948	0.9714285714
217	0.2277532259	0.9714285714
218	0.2268928241	0.9714285714
219	0.2256051869	0.9714285714
220	0.2245328643	0.9714285714
221	0.2236516229	0.9714285714
222	0.2228989643	0.9714285714
223	0.2220583553	0.9714285714
224	0.2209296954	0.9714285714
225	0.2196537819	0.9714285714
226	0.2186333206	0.9714285714
227	0.2180528402	0.9714285714
228	0.2169210356	0.9714285714
229	0.2158506326	0.9714285714
230	0.2150136306	0.9714285714
231	0.2142346583	0.9714285714
232	0.2132244928	0.9714285714
233	0.2124547228	0.9714285714
234	0.2112884819	0.9714285714
235	0.2104279878	0.9771428571
236	0.2092173613	0.9771428571
237	0.2078184492	0.9771428571
238	0.2069543454	0.9771428571
239	0.2058734796	0.9771428571
240	0.2050522838	0.9771428571
241	0.2044039092	0.9771428571
242	0.2037719727	0.9771428571
243	0.2028530329	0.9771428571
244	0.2019905895	0.9771428571
245	0.2012316555	0.9771428571
246	0.2001058896	0.9771428571
247	0.1994653284	0.9771428571
248	0.1985631125	0.9828571429
249	0.1980503041	0.9828571429
250	0.1971230171	0.9828571429
251	0.1960991607	0.9828571429
252	0.1952756765	0.9828571429
253	0.1944829596	0.9828571429
254	0.193369322	0.9828571429
255	0.192672304	0.9828571429
256	0.1919261034	0.9828571429
257	0.1911486445	0.9828571429
258	0.1904897178	0.9828571429
259	0.1899021222	0.9828571429
260	0.1893556735	0.9828571429
261	0.1885305548	0.9828571429
262	0.187624523	0.9828571429
263	0.1868295702	0.9828571429
264	0.1862598179	0.9828571429
265	0.1856087339	0.9828571429
266	0.184969805	0.9828571429
267	0.1838353393	0.9828571429
268	0.1829708976	0.9828571429
269	0.1823453838	0.9828571429
270	0.1817177438	0.9828571429
271	0.1809272364	0.9828571429
272	0.1802587079	0.9828571429
273	0.1795396849	0.9828571429
274	0.1786782527	0.9828571429
275	0.1780557707	0.9828571429
276	0.1772832039	0.9828571429
277	0.1764751329	0.9828571429
278	0.1758665839	0.9828571429
279	0.1754358118	0.9828571429
280	0.1746755087	0.9828571429
281	0.1742082528	0.9828571429
282	0.1734895491	0.9828571429
283	0.1729140384	0.9828571429
284	0.1724701684	0.9828571429
285	0.1717811859	0.9828571429
286	0.171265699	0.9828571429
287	0.1705048025	0.9828571429
288	0.1698062314	0.9828571429
289	0.169628644	0.9828571429
290	0.1690551978	0.9828571429
291	0.1683108603	0.9828571429
292	0.1676046334	0.9828571429
293	0.1667532228	0.9885714286
294	0.1660821423	0.9885714286
295	0.1657460945	0.9885714286
296	0.165129529	0.9885714286
297	0.1646915587	0.9942857143
298	0.1642683064	0.9885714286
299	0.1637202425	0.9942857143
300	0.1630588196	0.9942857143
301	0.162497927	0.9885714286
302	0.1619446133	0.9885714286
303	0.1614691062	0.9885714286
304	0.1608361444	0.9885714286
305	0.160300186	0.9885714286
306	0.1598315416	0.9885714286
307	0.1595489716	0.9885714286
308	0.1590597882	0.9942857143
309	0.1584476253	0.9942857143
310	0.1577531896	0.9942857143
311	0.1571980605	0.9942857143
312	0.1566564081	1
313	0.1562659266	1
314	0.1555475438	1
315	0.1551003827	1
316	0.1545231185	1
317	0.1540105769	1
318	0.1537418459	1
319	0.1533998833	1
320	0.1526989727	1
321	0.1521113063	1
322	0.1515414707	1
323	0.1509564089	1
324	0.1503143151	1
325	0.1496800885	1
326	0.1491172251	1
327	0.1486508553	1
328	0.1481999813	1
329	0.1477951776	1
330	0.1473889783	1
331	0.1468219454	1
332	0.1464929066	1
333	0.1463868585	1
334	0.1459240082	1
335	0.1457524375	1
336	0.1452793085	1
337	0.1448772203	1
338	0.1441509862	1
339	0.1436607959	1
340	0.1432136143	1
341	0.1430319498	1
342	0.1425198072	1
343	0.1421669767	1
344	0.1416569363	1
345	0.1410656959	1
346	0.1407248293	1
347	0.1401525876	1
348	0.1395958543	1
349	0.1391792542	1
350	0.1388045763	1
351	0.1381327684	1
352	0.1376855857	1
353	0.1371662915	1
354	0.1366393146	1
355	0.1361594408	1
356	0.1358305634	1
357	0.1352425731	1
358	0.1348847586	1
359	0.1343630865	1
360	0.1340390721	1
361	0.1336231141	1
362	0.1331669629	1
363	0.1326194926	1
364	0.1322761458	1
365	0.1319288581	1
366	0.1315068525	1
367	0.1311740047	1
368	0.1306226382	1
369	0.1301870289	1
370	0.1300366883	1
371	0.1296394088	1
372	0.1293245034	1
373	0.1288687093	1
374	0.1286275828	1
375	0.1281759938	1
376	0.1276275213	1
377	0.1273213021	1
378	0.1268416336	1
379	0.12634148	1
380	0.1259733737	1
381	0.1257163842	1
382	0.1252425315	1
383	0.1247558889	1
384	0.1242763706	1
385	0.1238274846	1
386	0.1236879305	1
387	0.1234128846	1
388	0.1230974323	1
389	0.1226508992	1
390	0.122230136	1
391	0.1218405036	1
392	0.1213734788	1
393	0.1208155002	1
394	0.1206622282	1
395	0.1203037837	1
396	0.1198735993	1
397	0.119523785	1
398	0.1191664106	1
399	0.1189435462	1
400	0.1186686929	1
401	0.1183079633	1
402	0.1180143765	1
403	0.1177171358	1
404	0.1173707468	1
405	0.1169899742	1
406	0.1166863943	1
407	0.116314942	1
408	0.115932919	1
409	0.1154519304	1
410	0.1149147346	1
411	0.1146324332	1
412	0.114216098	1
413	0.1139087659	1
414	0.1137085772	1
415	0.1133807872	1
416	0.113039071	1
417	0.1126194449	1
418	0.1123085242	1
419	0.1120333497	1
420	0.1117459564	1
421	0.1115565074	1
422	0.1111338857	1
423	0.1109107908	1
424	0.1106412962	1
425	0.1102986451	1
426	0.1100110652	1
427	0.1097220884	1
428	0.1094576038	1
429	0.1091547913	1
430	0.1087973405	1
431	0.1085369553	1
432	0.1081573572	1
433	0.1079319115	1
434	0.1077340649	1
435	0.1074332683	1
436	0.1072207343	1
437	0.106883404	1
438	0.1066204818	1
439	0.1063765822	1
440	0.1060699874	1
441	0.1056645626	1
442	0.1054785954	1
443	0.1052999902	1
444	0.1049951828	1
445	0.10457216	1
446	0.1042925576	1
447	0.1039844467	1
448	0.1037280485	1
449	0.1034443326	1
450	0.103342418	1
451	0.1030834253	1
452	0.1028486836	1
453	0.102705799	1
454	0.1024659384	1
455	0.102079192	1
456	0.1017944785	1
457	0.1014752841	1
458	0.1013136415	1
459	0.1011501353	1
460	0.1008669478	1
461	0.1005661543	1
462	0.1002015324	1
463	0.09997199907	1
464	0.09971920987	1
465	0.09939833224	1
466	0.09913934212	1
467	0.09873057061	1
468	0.09840650762	1
469	0.09808808671	1
470	0.0977683049	1
471	0.09746634583	1
472	0.09727946715	1
473	0.09705276606	1
474	0.09684744098	1
475	0.09658480219	1
476	0.09637609669	1
477	0.09622110227	1
478	0.09600493196	1
479	0.09572171375	1
480	0.09549666373	1
481	0.09525427853	1
482	0.09509881351	1
483	0.09495639477	1
484	0.09474280363	1
485	0.09453764483	1
486	0.09436101516	1
487	0.09430045656	1
488	0.09408532911	1
489	0.09389263453	1
490	0.09382671955	1
491	0.09356803841	1
492	0.09321311159	1
493	0.09303102846	1
494	0.09290624297	1
495	0.09281457994	1
496	0.09258144462	1
497	0.09242556915	1
498	0.09220488121	1
499	0.09197853135	1
500	0.09172045134	1
501	0.09159152427	1
502	0.09136957487	1
503	0.09110965335	1
504	0.09088991357	1
505	0.09074690234	1
506	0.09043762192	1
507	0.0902286997	1
508	0.09004537025	1
509	0.08973256594	1
510	0.0894634907	1
511	0.08927053102	1
512	0.08908767416	1
513	0.08902019183	1
514	0.08872992622	1
515	0.08856382403	1
516	0.08830941884	1
517	0.08814613425	1
518	0.08797183388	1
519	0.08773848528	1
520	0.08757155563	1
521	0.08740750047	1
522	0.08732126044	1
523	0.08711929388	1
524	0.08699254049	1
525	0.08690507867	1
526	0.08679851834	1
527	0.08661506419	1
528	0.0864749975	1
529	0.08634464053	1
530	0.08604991693	1
531	0.08593812072	1
532	0.08575959909	1
533	0.08556705263	1
534	0.08547895776	1
535	0.08535191748	1
536	0.0851721051	1
537	0.08497333486	1
538	0.08485818188	1
539	0.08470098849	1
540	0.08442620994	1
541	0.08425330287	1
542	0.08407834901	1
543	0.08379684568	1
544	0.08356286591	1
545	0.08331772007	1
546	0.08320541096	1
547	0.08307838915	1
548	0.08287622026	1
549	0.08265847879	1
550	0.08244176984	1
551	0.08234769457	1
552	0.08221582274	1
553	0.08201077671	1
554	0.08195661982	1
555	0.08171390406	1
556	0.08145907875	1
557	0.08128222143	1
558	0.08117949843	1
559	0.08097411736	1
560	0.0807898624	1
561	0.08057212141	1
562	0.08048494391	1
563	0.08029930353	1
564	0.08018039754	1
565	0.0800515561	1
566	0.07991789381	1
567	0.07971473572	1
568	0.07948941942	1
569	0.07929999378	1
570	0.0791405578	1
571	0.0790024761	1
572	0.07873706547	1
573	0.07853745585	1
574	0.07841166702	1
575	0.07828200443	1
576	0.07814413866	1
577	0.07803027885	1
578	0.07799188315	1
579	0.0778503968	1
580	0.07768481052	1
581	0.07753695349	1
582	0.07733992789	1
583	0.07716334538	1
584	0.07695320592	1
585	0.07682564395	1
586	0.07658687211	1
587	0.07648213215	1
588	0.07628259174	1
589	0.07611667971	1
590	0.07598014713	1
591	0.07585472504	1
592	0.07572233928	1
593	0.07553245493	1
594	0.07535191987	1
595	0.07515149081	1
596	0.07500027323	1
597	0.07488778379	1
598	0.07465616858	1
599	0.07447293054	1
600	0.07426393533	1
601	0.07407424539	1
602	0.07393073613	1
603	0.07376340703	1
604	0.07368316725	1
605	0.07348636116	1
606	0.07334170639	1
607	0.07315712489	1
608	0.07302828249	1
609	0.07285800237	1
610	0.07274232643	1
611	0.07256014255	1
612	0.07247336965	1
613	0.07227470703	1
614	0.07218116755	1
615	0.07204124926	1
616	0.07193027493	1
617	0.07182231846	1
618	0.07164990242	1
619	0.07152335719	1
620	0.07134120668	1
621	0.07114918123	1
622	0.07101287001	1
623	0.07087540985	1
624	0.07077523252	1
625	0.07064923818	1
626	0.07045129269	1
627	0.07027570081	1
628	0.07009807085	1
629	0.07000318672	1
630	0.0698581374	1
631	0.06973865481	1
632	0.06959934263	1
633	0.06941172515	1
634	0.06931929401	1
635	0.0691841734	1
636	0.06904679734	1
637	0.06890875662	1
638	0.0687390207	1
639	0.06866251665	1
640	0.06857296618	1
641	0.06839212283	1
642	0.06824777194	1
643	0.06810098343	1
644	0.06796544211	1
645	0.06781078362	1
646	0.06772632699	1
647	0.06759445333	1
648	0.0673899751	1
649	0.06719877636	1
650	0.06699944307	1
651	0.06692739016	1
652	0.06677942615	1
653	0.0666480456	1
654	0.06645979986	1
655	0.06626589983	1
656	0.06617564693	1
657	0.06604298954	1
658	0.0659249603	1
659	0.06573015786	1
660	0.0655839891	1
661	0.0655089423	1
662	0.06537111299	1
663	0.06533259232	1
664	0.06516933782	1
665	0.06509522793	1
666	0.06500136269	1
667	0.0648420499	1
668	0.064813301	1
669	0.06472731968	1
670	0.06459469159	1
671	0.06448636034	1
672	0.06435996497	1
673	0.06420812179	1
674	0.0640648276	1
675	0.06399507339	1
676	0.06388841064	1
677	0.06372555174	1
678	0.0636839743	1
679	0.06362249519	1
680	0.06352054345	1
681	0.0633864573	1
682	0.0632315513	1
683	0.06311193144	1
684	0.06299780503	1
685	0.06282046922	1
686	0.06270146187	1
687	0.06255342933	1
688	0.06245196692	1
689	0.06237745764	1
690	0.06220104234	1
691	0.06217165812	1
692	0.06201688926	1
693	0.06182924133	1
694	0.06175274535	1
695	0.06158156536	1
696	0.06147381557	1
697	0.06138190647	1
698	0.06130643633	1
699	0.06121511342	1
700	0.06111882582	1
701	0.06101286867	1
702	0.06095055018	1
703	0.06084003351	1
704	0.06071236473	1
705	0.06063022356	1
706	0.06053514121	1
707	0.06040955253	1
708	0.060260497	1
709	0.06012043139	1
710	0.06001312013	1
711	0.05990167048	1
712	0.05977031335	1
713	0.05964926255	1
714	0.0595141002	1
715	0.05940503294	1
716	0.05929658445	1
717	0.05911214273	1
718	0.05898329244	1
719	0.05881655431	1
720	0.05872775322	1
721	0.05864584922	1
722	0.05860063464	1
723	0.05849824628	1
724	0.05833159449	1
725	0.05822842426	1
726	0.05812694854	1
727	0.05796841917	1
728	0.05790094186	1
729	0.05776744046	1
730	0.05768669109	1
731	0.05757859734	1
732	0.05752641409	1
733	0.05743240877	1
734	0.05735272111	1
735	0.05723853728	1
736	0.05716978933	1
737	0.05706519943	1
738	0.05698215621	1
739	0.05692832716	1
740	0.05681055613	1
741	0.05678320927	1
742	0.05674646922	1
743	0.05663515643	1
744	0.05655282496	1
745	0.05647070359	1
746	0.05637551783	1
747	0.05628960041	1
748	0.05615909975	1
749	0.05610491979	1
750	0.05604688379	1
751	0.05592582275	1
752	0.05579702935	1
753	0.05569186868	1
754	0.05550413894	1
755	0.05544555031	1
756	0.05529168028	1
757	0.05519804567	1
758	0.05508567996	1
759	0.05496612168	1
760	0.05484476029	1
761	0.05479601828	1
762	0.05471532065	1
763	0.05463743983	1
764	0.05456719652	1
765	0.05450366107	1
766	0.05441681332	1
767	0.05428406544	1
768	0.05423075894	1
769	0.05414964376	1
770	0.05401799039	1
771	0.05390376383	1
772	0.05383457811	1
773	0.05378368367	1
774	0.05369785064	1
775	0.05361722028	1
776	0.05349594006	1
777	0.05339442198	1
778	0.05333902689	1
779	0.05327770613	1
780	0.05313047648	1
781	0.05303878082	1
782	0.05293530256	1
783	0.05284388124	1
784	0.0527091315	1
785	0.05261930518	1
786	0.05249014318	1
787	0.05245846444	1
788	0.05237732425	1
789	0.052285304	1
790	0.05220244131	1
791	0.05213786835	1
792	0.05206069789	1
793	0.05200868174	1
794	0.05196589081	1
795	0.05182829689	1
796	0.05175419689	1
797	0.05165119457	1
798	0.05151827069	1
799	0.05143441472	1
800	0.05137382287	1
801	0.05130979815	1
802	0.05123783568	1
803	0.05117071253	1
804	0.0511096336	1
805	0.05106690494	1
806	0.05103280381	1
807	0.05094691639	1
808	0.05082464279	1
809	0.05069667968	1
810	0.05060921049	1
811	0.05054055255	1
812	0.05044340181	1
813	0.05036284481	1
814	0.05028901244	1
815	0.05022424119	1
816	0.05017186629	1
817	0.05010666615	1
818	0.0500361107	1
819	0.04996432851	1
820	0.04991583252	1
821	0.04982168962	1
822	0.0497587662	1
823	0.04967641654	1
824	0.04958966438	1
825	0.04951346191	1
826	0.04946577581	1
827	0.04943287017	1
828	0.04940146688	1
829	0.04933406785	1
830	0.04926241306	1
831	0.04919069643	1
832	0.04911391872	1
833	0.04901119483	1
834	0.04893862036	1
835	0.04883024373	1
836	0.04878414172	1
837	0.04873584796	1
838	0.04868690648	1
839	0.04864093285	1
840	0.04858196993	1
841	0.04852007474	1
842	0.04844202282	1
843	0.04839003128	1
844	0.04830290267	1
845	0.04823341556	1
846	0.04819105938	1
847	0.04808372789	1
848	0.04804754495	1
849	0.04799140878	1
850	0.04792544876	1
851	0.04784788647	1
852	0.04778132179	1
853	0.04773430302	1
854	0.04770428964	1
855	0.04766859606	1
856	0.04758969133	1
857	0.04752483914	1
858	0.04744826247	1
859	0.04739391383	1
860	0.04735316996	1
861	0.04728833005	1
862	0.0471952239	1
863	0.04712786328	1
864	0.04703943825	1
865	0.04699048776	1
866	0.04693579398	1
867	0.04685582656	1
868	0.04680646823	1
869	0.04671115116	1
870	0.04664427946	1
871	0.04659468737	1
872	0.04652611392	1
873	0.04646138	1
874	0.04637239526	1
875	0.04630767015	1
876	0.0462375867	1
877	0.0461744704	1
878	0.04608583173	1
879	0.04604961009	1
880	0.04594686207	1
881	0.0459010716	1
882	0.0458457904	1
883	0.04578442785	1
884	0.04568900321	1
885	0.04565405547	1
886	0.04554633435	1
887	0.04547039029	1
888	0.04539914597	1
889	0.04532365954	1
890	0.04527500105	1
891	0.04518776406	1
892	0.04516755278	1
893	0.04511621779	1
894	0.04503268251	1
895	0.04498935696	1
896	0.04491375059	1
897	0.04484098396	1
898	0.04479527358	1
899	0.04476880217	1
900	0.0447220539	1
901	0.04464628613	1
902	0.04455696104	1
903	0.04445371838	1
904	0.04436815338	1
905	0.04429055961	1
906	0.04424064111	1
907	0.04418260674	1
908	0.04410903786	1
909	0.04407928701	1
910	0.04403679191	1
911	0.04397316591	1
912	0.04392375836	1
913	0.04387271651	1
914	0.04382107299	1
915	0.04375353783	1
916	0.04368707434	1
917	0.04361114791	1
918	0.04356578824	1
919	0.0435224067	1
920	0.0434761769	1
921	0.04342354529	1
922	0.04337126189	1
923	0.0433109571	1
924	0.04328560662	1
925	0.04322283662	1
926	0.04315166127	1
927	0.04308995929	1
928	0.04301748173	1
929	0.04295028599	1
930	0.04286436724	1
931	0.04278757215	1
932	0.04276526963	1
933	0.04270455664	1
934	0.04266897159	1
935	0.0426073464	1
936	0.04256379485	1
937	0.04254366393	1
938	0.0424969958	1
939	0.04242087638	1
940	0.04235588198	1
941	0.04231361036	1
942	0.04227936075	1
943	0.04221480448	1
944	0.04214158108	1
945	0.04209385349	1
946	0.04201714831	1
947	0.04193518834	1
948	0.04189084715	1
949	0.04185044128	1
950	0.04178051696	1
951	0.04172795926	1
952	0.0416439421	1
953	0.04159757046	1
954	0.04156261365	1
955	0.04148955817	1
956	0.04145498835	1
957	0.04138737541	1
958	0.04132442781	1
959	0.04127661946	1
960	0.04122986899	1
961	0.04119535189	1
962	0.04116149693	1
963	0.04110761346	1
964	0.04106919445	1
965	0.04100328411	1
966	0.04093031978	1
967	0.0408623634	1
968	0.04082067214	1
969	0.04074850827	1
970	0.04069251711	1
971	0.04062497364	1
972	0.04056476408	1
973	0.04053817586	1
974	0.04050835058	1
975	0.04045033193	1
976	0.0403342083	1
977	0.04028210385	1
978	0.04022627371	1
979	0.0401632001	1
980	0.04010719354	1
981	0.04008621324	1
982	0.04000854473	1
983	0.03995929983	1
984	0.03989489208	1
985	0.0398134562	1
986	0.03974781826	1
987	0.03968469573	1
988	0.03964539835	1
989	0.03959163962	1
990	0.03955839641	1
991	0.03950785089	1
992	0.03946596982	1
993	0.03941260172	1
994	0.03936285826	1
995	0.03934640446	1
996	0.03927120272	1
997	0.03919997716	1
998	0.03916563036	1
999	0.03911955662	1
1000	0.03908273499	1
1001	0.03902786975	1
1002	0.03899578209	1
1003	0.03895433867	1
1004	0.03891783727	1
1005	0.03889608695	1
1006	0.03883282679	1
1007	0.0388000632	1
1008	0.03873007736	1
1009	0.03867467625	1
1010	0.03860590562	1
1011	0.03858096927	1
1012	0.03853412277	1
1013	0.0384515974	1
1014	0.03842109553	1
1015	0.03836651547	1
1016	0.03830999176	1
1017	0.03827525423	1
1018	0.03822964951	1
1019	0.03817574227	1
1020	0.03813545242	1
1021	0.03807586959	1
1022	0.03799763292	1
1023	0.03793113642	1
1024	0.03788991333	1
1025	0.03784964326	1
1026	0.03777741637	1
1027	0.03772656631	1
1028	0.03766518174	1
1029	0.03758647988	1
1030	0.03755013194	1
1031	0.03749808336	1
1032	0.03745147483	1
1033	0.03741402628	1
1034	0.03736028625	1
1035	0.03732987844	1
1036	0.03727263285	1
1037	0.03724512436	1
1038	0.03720966951	1
1039	0.03715921543	1
1040	0.0371026529	1
1041	0.03702002953	1
1042	0.03697966539	1
1043	0.0369459665	1
1044	0.03691292337	1
1045	0.03687218619	1
1046	0.03682860116	1
1047	0.03677408644	1
1048	0.03669957757	1
1049	0.03665068879	1
1050	0.03660312077	1
1051	0.03655663267	1
1052	0.03651610669	1
1053	0.03643810117	1
1054	0.03639494825	1
1055	0.03634191479	1
1056	0.03632193345	1
1057	0.03626285575	1
1058	0.03620346727	1
1059	0.03614938314	1
1060	0.03611043345	1
1061	0.03608878165	1
1062	0.03605176439	1
1063	0.03602048468	1
1064	0.03600729226	1
1065	0.03596226469	1
1066	0.03590332408	1
1067	0.03585045041	1
1068	0.03578857576	1
1069	0.03573746884	1
1070	0.03569534178	1
1071	0.03562589318	1
1072	0.03559006692	1
1073	0.03554137308	1
1074	0.035500953	1
1075	0.03547447411	1
1076	0.0354374902	1
1077	0.03538484147	1
1078	0.035335099	1
1079	0.03529664785	1
1080	0.03526371394	1
1081	0.03522786244	1
1082	0.0351986598	1
1083	0.03514080559	1
1084	0.03509712555	1
1085	0.03505945763	1
1086	0.0350148483	1
1087	0.03497406811	1
1088	0.03494003411	1
1089	0.03490349929	1
1090	0.03488479872	1
1091	0.03485016586	1
1092	0.03481528963	1
1093	0.03477752451	1
1094	0.03472917645	1
1095	0.03469289058	1
1096	0.03464069744	1
1097	0.03459278151	1
1098	0.03456046328	1
1099	0.03452480051	1
1100	0.03449828649	1
1101	0.03444165291	1
1102	0.03441327469	1
1103	0.03437759795	1
1104	0.03436257243	1
1105	0.0343125418	1
1106	0.03429222313	1
1107	0.03423549039	1
1108	0.03418610781	1
1109	0.03414985362	1
1110	0.03408055672	1
1111	0.03403795649	1
1112	0.03400166262	1
1113	0.03397420775	1
1114	0.03395523855	1
1115	0.03392907362	1
1116	0.03386204933	1
1117	0.03381541014	1
1118	0.03378983099	1
1119	0.03375894264	1
1120	0.03371466023	1
1121	0.03367979554	1
1122	0.03366115724	1
1123	0.03361343731	1
1124	0.03357545423	1
1125	0.03353039412	1
1126	0.03352049161	1
1127	0.03349337641	1
1128	0.03345553358	1
