iter	Passed	Remaining
923	6169	7183
924	6172	7173
925	6175	7162
926	6178	7152
927	6182	7141
928	6185	7130
929	6189	7120
930	6192	7110
931	6195	7099
932	6199	7089
933	6202	7079
934	6206	7069
935	6210	7059
936	6213	7049
937	6217	7039
938	6220	7028
939	6223	7018
940	6227	7008
941	6230	6998
942	6234	6988
943	6238	6979
944	6241	6968
945	6245	6958
946	6248	6947
947	6251	6936
948	6254	6927
949	6256	6915
950	6259	6904
951	6262	6893
952	6266	6884
953	6269	6874
954	6274	6865
955	6280	6859
956	6285	6850
957	6288	6840
958	6292	6830
959	6297	6821
960	6303	6815
961	6312	6810
962	6318	6803
963	6322	6794
964	6328	6787
965	6332	6777
966	6337	6769
967	6340	6759
968	6346	6752
969	6359	6752
970	6366	6746
971	6371	6738
972	6374	6728
973	6380	6721
974	6386	6713
975	6389	6703
976	6392	6693
977	6402	6690
978	6405	6680
979	6412	6674
980	6418	6666
981	6421	6656
982	6427	6649
983	6433	6642
984	6438	6634
985	6443	6626
986	6449	6619
987	6452	6609
988	6458	6602
989	6465	6595
990	6468	6586
991	6472	6576
992	6483	6574
993	6487	6565
994	6495	6560
995	6496	6548
996	6499	6538
997	6504	6530
998	6512	6525
999	6515	6515
1000	6519	6506
1001	6525	6498
1002	6529	6490
1003	6533	6481
1004	6537	6471
1005	6544	6466
1006	6547	6456
1007	6551	6447
1008	6557	6440
1009	6562	6432
1010	6565	6422
1011	6568	6412
1012	6575	6406
1013	6579	6398
1014	6584	6389
1015	6591	6383
1016	6595	6374
1017	6607	6373
1018	6618	6371
1019	6624	6364
1020	6628	6355
1021	6649	6363
1022	6655	6356
1023	6659	6347
1024	6735	6406
1025	6815	6469
1026	7153	6777
1027	7167	6777
1028	7172	6768
1029	7177	6758
1030	7181	6750
1031	7186	6741
1032	7192	6733
1033	7199	6726
1034	7206	6718
1035	7212	6710
1036	7218	6703
1037	7224	6695
1038	7227	6685
1039	7231	6674
1040	7235	6665
1041	7241	6657
1042	7245	6648
1043	7248	6637
1044	7254	6629
1045	7257	6619
1046	7262	6610
1047	7267	6602
1048	7272	6593
1049	7277	6583
1050	7281	6574
1051	7285	6565
1052	7288	6555
1053	7294	6547
1054	7300	6539
1055	7307	6532
1056	7314	6525
1057	7320	6518
1058	7326	6510
1059	7332	6502
1060	7340	6496
1061	7346	6488
1062	7350	6479
1063	7354	6469
1064	7378	6477
1065	7389	6474
1066	7392	6464
1067	7396	6454
1068	7399	6444
1069	7402	6434
1070	7407	6425
1071	7413	6417
1072	7416	6407
1073	7419	6397
1074	7422	6387
1075	7426	6377
1076	7430	6368
1077	7435	6359
1078	7439	6350
1079	7442	6340
1080	7446	6330
1081	7449	6320
1082	7452	6310
1083	7459	6303
1084	7464	6294
1085	7468	6285
1086	7475	6278
1087	7481	6271
1088	7487	6263
1089	7494	6256
1090	7497	6247
1091	7501	6237
1092	7509	6231
1093	7513	6222
1094	7518	6213
1095	7525	6207
1096	7528	6197
1097	7532	6187
1098	7538	6180
1099	7543	6171
1100	7546	6161
1101	7551	6153
1102	7557	6146
1103	7561	6136
1104	7564	6126
1105	7570	6119
1106	7574	6110
1107	7577	6100
1108	7585	6094
1109	7590	6086
1110	7593	6076
1111	7598	6068
1112	7605	6061
1113	7609	6051
1114	7614	6043
1115	7621	6036
1116	7624	6027
1117	7628	6017
1118	7634	6010
1119	7638	6001
1120	7642	5992
1121	7648	5985
1122	7653	5977
1123	7657	5967
1124	7660	5958
1125	7667	5951
1126	7671	5942
1127	7674	5932
1128	7679	5924
1129	7686	5917
1130	7688	5907
1131	7691	5897
1132	7698	5890
1133	7702	5882
1134	7706	5873
1135	7712	5865
1136	7721	5860
1137	7726	5852
1138	7737	5848
1139	7744	5842
1140	7751	5835
1141	7756	5827
1142	7760	5819
1143	7767	5811
1144	7772	5804
1145	7779	5797
1146	7785	5789
1147	7789	5780
1148	7794	5772
1149	7802	5767
1150	7812	5762
1151	7815	5753
1152	7819	5743
1153	7825	5736
1154	7828	5727
1155	7832	5718
1156	7835	5709
1157	7840	5700
1158	7843	5691
1159	7847	5682
1160	7850	5673
1161	7854	5664
1162	7857	5655
1163	7861	5646
1164	7864	5636
1165	7868	5627
1166	7872	5619
1167	7874	5609
1168	7877	5600
1169	7881	5590
1170	7884	5581
1171	7888	5572
1172	7891	5563
1173	7894	5554
1174	7898	5545
1175	7901	5536
1176	7905	5527
1177	7908	5518
1178	7912	5509
1179	7916	5501
1180	7920	5492
1181	7924	5484
1182	7928	5475
1183	7931	5466
1184	7935	5457
1185	7938	5448
1186	7941	5439
1187	7945	5430
1188	7950	5422
1189	7954	5414
1190	7957	5405
1191	7961	5396
1192	7965	5388
1193	7969	5379
1194	7974	5371
1195	7978	5363
1196	7984	5356
1197	7991	5349
1198	7997	5342
1199	8003	5335
1200	8008	5328
1201	8013	5320
1202	8019	5312
1203	8025	5305
1204	8031	5298
1205	8037	5291
1206	8041	5283
1207	8045	5274
1208	8051	5267
1209	8055	5259
1210	8060	5251
1211	8064	5242
1212	8067	5234
1213	8071	5225
1214	8075	5217
1215	8079	5209
1216	8082	5200
1217	8086	5191
1218	8089	5183
1219	8093	5174
1220	8097	5166
1221	8101	5157
1222	8104	5148
1223	8108	5140
1224	8111	5131
1225	8115	5123
1226	8118	5114
1227	8122	5106
1228	8132	5101
1229	8158	5107
1230	8313	5193
1231	8493	5294
1232	8689	5405
1233	8694	5396
1234	8698	5388
1235	8705	5380
1236	8712	5374
1237	8719	5367
1238	8726	5360
1239	8734	5353
1240	8741	5346
1241	8747	5338
1242	8753	5330
1243	8759	5323
1244	8763	5314
1245	8769	5306
1246	8774	5298
1247	8780	5290
1248	8786	5282
1249	8790	5274
1250	8795	5265
1251	8801	5258
1252	8807	5250
1253	8811	5242
1254	8816	5233
1255	8822	5225
1256	8827	5217
1257	8831	5209
1258	8834	5199
1259	8839	5191
1260	8842	5182
1261	8845	5172
1262	8851	5165
1263	8854	5155
1264	8858	5147
1265	8862	5138
1266	8865	5129
1267	8869	5120
1268	8873	5111
1269	8877	5102
1270	8880	5093
1271	8883	5084
1272	8890	5077
1273	8895	5069
1274	8899	5060
1275	8902	5051
1276	8908	5043
1277	8914	5036
1278	8919	5028
1279	8926	5021
1280	8934	5014
1281	8940	5007
1282	8946	4999
1283	8954	4993
1284	8963	4987
1285	8969	4980
1286	8975	4972
1287	8979	4963
1288	8984	4955
1289	8990	4948
1290	8994	4939
1291	8997	4930
1292	9001	4921
1293	9004	4912
1294	9007	4903
1295	9011	4895
1296	9014	4886
1297	9018	4877
1298	9021	4868
1299	9024	4859
1300	9027	4850
1301	9031	4841
1302	9034	4832
1303	9038	4824
1304	9042	4815
1305	9045	4806
1306	9049	4798
1307	9052	4789
1308	9055	4780
1309	9059	4771
1310	9062	4762
1311	9065	4753
1312	9070	4745
1313	9073	4736
1314	9076	4728
1315	9080	4719
1316	9083	4710
1317	9087	4702
1318	9091	4693
1319	9094	4685
1320	9098	4676
1321	9101	4667
1322	9104	4659
1323	9108	4650
1324	9111	4641
1325	9115	4633
1326	9118	4624
1327	9121	4615
1328	9125	4607
1329	9128	4598
1330	9132	4590
1331	9135	4581
1332	9139	4572
1333	9142	4564
1334	9145	4555
1335	9149	4547
1336	9152	4538
1337	9156	4530
1338	9159	4521
1339	9162	4512
1340	9165	4504
1341	9169	4495
1342	9172	4487
1343	9176	4478
1344	9179	4470
1345	9182	4461
1346	9185	4453
1347	9189	4444
1348	9192	4436
1349	9195	4427
1350	9199	4419
1351	9203	4411
1352	9206	4402
1353	9210	4394
1354	9213	4385
1355	9218	4377
1356	9222	4369
1357	9225	4361
1358	9228	4352
1359	9231	4344
1360	9235	4335
1361	9239	4328
1362	9243	4319
1363	9246	4311
1364	9250	4303
1365	9254	4295
1366	9258	4287
1367	9261	4278
1368	9265	4270
1369	9268	4262
1370	9271	4253
1371	9275	4245
1372	9277	4236
1373	9280	4228
1374	9283	4219
1375	9287	4211
1376	9290	4203
1377	9293	4195
1378	9297	4186
1379	9300	4178
1380	9304	4170
1381	9307	4162
1382	9310	4153
1383	9314	4145
1384	9317	4137
1385	9321	4129
1386	9324	4120
1387	9328	4112
1388	9331	4104
1389	9334	4096
1390	9338	4088
1391	9341	4080
1392	9344	4072
1393	9348	4063
1394	9351	4055
1395	9355	4047
1396	9358	4039
1397	9362	4031
1398	9367	4024
1399	9373	4017
1400	9378	4009
1401	9384	4002
1402	9387	3994
1403	9392	3987
1404	9397	3979
1405	9400	3971
1406	9405	3964
1407	9409	3956
1408	9413	3948
1409	9417	3940
1410	9422	3933
1411	9427	3926
1412	9431	3918
1413	9434	3910
1414	9442	3903
1415	9447	3896
1416	9452	3889
1417	9458	3882
1418	9462	3874
1419	9465	3866
1420	9470	3858
1421	9474	3850
1422	9478	3843
1423	9481	3835
1424	9488	3828
1425	9492	3821
1426	9496	3813
1427	9499	3805
1428	9503	3797
1429	9506	3789
1430	9510	3781
1431	9513	3773
1432	9517	3765
1433	9520	3757
1434	9523	3749
1435	9527	3741
1436	9530	3733
1437	9533	3725
1438	9537	3718
1439	9541	3710
1440	9544	3702
1441	9547	3694
1442	9551	3686
1443	9554	3678
1444	9558	3671
1445	9561	3663
1446	9565	3655
1447	9568	3647
1448	9572	3640
1449	9576	3632
1450	9579	3624
1451	9583	3616
1452	9587	3609
1453	9590	3601
1454	9594	3593
1455	9597	3585
1456	9601	3578
1457	9604	3570
